path,file_size_mb,n_samples,n_features,authenticity_flag,synthetic_score,red_flags,reason
/Users/stillwell/projects/cancer-alpha/data/advanced_multi_omics/advanced_multi_omics_20250820_212032.csv,0.0,0,0,ERROR,0.0,Read error: No columns to parse from file,Failed to read: No columns to parse from file
/Users/stillwell/projects/cancer-alpha/data/50k_preprocessing_output/processed_datasets_20250822_191500/standard/multi_omics_features.csv,5.883172035217285,50000,22,SYNTHETIC,45.0,High duplicate rate: 49819/50000 (99.6%); Column 'quality_score' has suspiciously low variance: 5 unique values; Column 'omics_completeness_score' has suspiciously low variance: 4 unique values; Column 'omics_diversity_index' has suspiciously low variance: 4 unique values; Column 'quality_score_normalized' has suspiciously low variance: 5 unique values; Column 'has_expression' has suspiciously low variance: 2 unique values; Column 'has_methylation' has suspiciously low variance: 2 unique values; Column 'has_copy_number' has suspiciously low variance: 2 unique values; Column 'has_mutations' has suspiciously low variance: 2 unique values; Column 'has_protein' has suspiciously low variance: 2 unique values; Column 'has_clinical' has suspiciously low variance: 2 unique values; Column 'omics_combo_1' has suspiciously low variance: 2 unique values; Column 'omics_combo_2' has suspiciously low variance: 2 unique values; Column 'omics_combo_3' has suspiciously low variance: 2 unique values; Column 'omics_combo_4' has suspiciously low variance: 2 unique values; Column 'omics_combo_5' has suspiciously low variance: 2 unique values; Column 'omics_combo_6' has suspiciously low variance: 2 unique values; Column 'omics_combo_7' has suspiciously low variance: 2 unique values; Column 'omics_combo_8' has suspiciously low variance: 2 unique values; Column 'omics_combo_9' has suspiciously low variance: 2 unique values; Column 'omics_combo_10' has suspiciously low variance: 2 unique values; Column 'cancer_type_label' has suspiciously low variance: 34 unique values,Synthetic score: 45. Issues: 22
/Users/stillwell/projects/cancer-alpha/data/50k_preprocessing_output/processed_datasets_20250822_191500/standard/rich_features.csv,12.271303176879883,50000,31,SYNTHETIC,54.0,Column 'num_data_types' has suspiciously low variance: 3 unique values; Column 'num_files' has suspiciously low variance: 20 unique values; Column 'quality_score' has suspiciously low variance: 5 unique values; Column 'omics_completeness_score' has suspiciously low variance: 4 unique values; Column 'omics_diversity_index' has suspiciously low variance: 4 unique values; Column 'quality_score_normalized' has suspiciously low variance: 5 unique values; Column 'cancer_type_frequency' has suspiciously low variance: 34 unique values; Column 'cancer_type_rarity' has suspiciously low variance: 34 unique values; Column 'has_expression' has suspiciously low variance: 2 unique values; Column 'has_methylation' has suspiciously low variance: 2 unique values; Column 'has_copy_number' has suspiciously low variance: 2 unique values; Column 'has_mutations' has suspiciously low variance: 2 unique values; Column 'has_protein' has suspiciously low variance: 2 unique values; Column 'has_clinical' has suspiciously low variance: 2 unique values; Column 'omics_combo_1' has suspiciously low variance: 2 unique values; Column 'omics_combo_2' has suspiciously low variance: 2 unique values; Column 'omics_combo_3' has suspiciously low variance: 2 unique values; Column 'omics_combo_4' has suspiciously low variance: 2 unique values; Column 'omics_combo_5' has suspiciously low variance: 2 unique values; Column 'omics_combo_6' has suspiciously low variance: 2 unique values; Column 'omics_combo_7' has suspiciously low variance: 2 unique values; Column 'omics_combo_8' has suspiciously low variance: 2 unique values; Column 'omics_combo_9' has suspiciously low variance: 2 unique values; Column 'omics_combo_10' has suspiciously low variance: 2 unique values; Column 'cancer_type_label' has suspiciously low variance: 34 unique values; Column 'cancer_family_label' has suspiciously low variance: 28 unique values; Column 'quality_tier_ordinal' has suspiciously low variance: 3 unique values,Synthetic score: 54. Issues: 27
/Users/stillwell/projects/cancer-alpha/data/50k_preprocessing_output/processed_datasets_20250822_191500/standard/standard_features.csv,11.31749439239502,50000,21,SYNTHETIC,34.0,Column 'num_data_types' has suspiciously low variance: 3 unique values; Column 'num_files' has suspiciously low variance: 20 unique values; Column 'quality_score' has suspiciously low variance: 5 unique values; Column 'omics_completeness_score' has suspiciously low variance: 4 unique values; Column 'omics_diversity_index' has suspiciously low variance: 4 unique values; Column 'quality_score_normalized' has suspiciously low variance: 5 unique values; Column 'cancer_type_frequency' has suspiciously low variance: 34 unique values; Column 'cancer_type_rarity' has suspiciously low variance: 34 unique values; Column 'has_expression' has suspiciously low variance: 2 unique values; Column 'has_methylation' has suspiciously low variance: 2 unique values; Column 'has_copy_number' has suspiciously low variance: 2 unique values; Column 'has_mutations' has suspiciously low variance: 2 unique values; Column 'has_protein' has suspiciously low variance: 2 unique values; Column 'has_clinical' has suspiciously low variance: 2 unique values; Column 'cancer_type_label' has suspiciously low variance: 34 unique values; Column 'cancer_family_label' has suspiciously low variance: 28 unique values; Column 'quality_tier_ordinal' has suspiciously low variance: 3 unique values,Synthetic score: 34. Issues: 17
/Users/stillwell/projects/cancer-alpha/data/50k_preprocessing_output/processed_datasets_20250822_191500/splits/multi_omics/train_y_label.csv,0.0759429931640625,30000,1,SUSPICIOUS,5.0,High duplicate rate: 29966/30000 (99.9%); Column 'cancer_type_label' has suspiciously low variance: 34 unique values,Synthetic score: 5. Issues: 2
/Users/stillwell/projects/cancer-alpha/data/50k_preprocessing_output/processed_datasets_20250822_191500/splits/multi_omics/val_y_label.csv,0.025325775146484375,10000,1,SUSPICIOUS,5.0,High duplicate rate: 9966/10000 (99.7%); Column 'cancer_type_label' has suspiciously low variance: 34 unique values,Synthetic score: 5. Issues: 2
/Users/stillwell/projects/cancer-alpha/data/50k_preprocessing_output/processed_datasets_20250822_191500/splits/multi_omics/test_y_label.csv,0.02532482147216797,10000,1,SUSPICIOUS,5.0,High duplicate rate: 9966/10000 (99.7%); Column 'cancer_type_label' has suspiciously low variance: 34 unique values,Synthetic score: 5. Issues: 2
/Users/stillwell/projects/cancer-alpha/data/50k_preprocessing_output/processed_datasets_20250822_191500/splits/multi_omics/test_y.csv,0.09356880187988281,10000,1,WARNING,3.0,High duplicate rate: 9966/10000 (99.7%),Synthetic score: 3. Issues: 1
/Users/stillwell/projects/cancer-alpha/data/50k_preprocessing_output/processed_datasets_20250822_191500/splits/multi_omics/test_X.csv,0.7567758560180664,10000,21,SYNTHETIC,48.0,High duplicate rate: 9825/10000 (98.2%); Column 'quality_score' has suspiciously low variance: 5 unique values; Column 'omics_completeness_score' has suspiciously low variance: 4 unique values; Column 'omics_diversity_index' has suspiciously low variance: 4 unique values; Column 'quality_score_normalized' has suspiciously low variance: 5 unique values; Column 'has_expression' has suspiciously low variance: 2 unique values; Column 'has_methylation' has suspiciously low variance: 2 unique values; Column 'has_copy_number' has suspiciously low variance: 2 unique values; Column 'has_mutations' has suspiciously low variance: 2 unique values; Column 'has_protein' has suspiciously low variance: 2 unique values; Column 'has_clinical' has identical values across 10000 rows; Column 'omics_combo_1' has suspiciously low variance: 2 unique values; Column 'omics_combo_2' has suspiciously low variance: 2 unique values; Column 'omics_combo_3' has suspiciously low variance: 2 unique values; Column 'omics_combo_4' has suspiciously low variance: 2 unique values; Column 'omics_combo_5' has suspiciously low variance: 2 unique values; Column 'omics_combo_6' has suspiciously low variance: 2 unique values; Column 'omics_combo_7' has suspiciously low variance: 2 unique values; Column 'omics_combo_8' has suspiciously low variance: 2 unique values; Column 'omics_combo_9' has suspiciously low variance: 2 unique values; Column 'omics_combo_10' has suspiciously low variance: 2 unique values; Column 'cancer_type_label' has suspiciously low variance: 34 unique values,Synthetic score: 48. Issues: 22
/Users/stillwell/projects/cancer-alpha/data/50k_preprocessing_output/processed_datasets_20250822_191500/splits/multi_omics/val_y.csv,0.0935678482055664,10000,1,WARNING,3.0,High duplicate rate: 9966/10000 (99.7%),Synthetic score: 3. Issues: 1
/Users/stillwell/projects/cancer-alpha/data/50k_preprocessing_output/processed_datasets_20250822_191500/splits/multi_omics/val_X.csv,0.7573146820068359,10000,21,SYNTHETIC,45.0,High duplicate rate: 9824/10000 (98.2%); Column 'quality_score' has suspiciously low variance: 5 unique values; Column 'omics_completeness_score' has suspiciously low variance: 4 unique values; Column 'omics_diversity_index' has suspiciously low variance: 4 unique values; Column 'quality_score_normalized' has suspiciously low variance: 5 unique values; Column 'has_expression' has suspiciously low variance: 2 unique values; Column 'has_methylation' has suspiciously low variance: 2 unique values; Column 'has_copy_number' has suspiciously low variance: 2 unique values; Column 'has_mutations' has suspiciously low variance: 2 unique values; Column 'has_protein' has suspiciously low variance: 2 unique values; Column 'has_clinical' has suspiciously low variance: 2 unique values; Column 'omics_combo_1' has suspiciously low variance: 2 unique values; Column 'omics_combo_2' has suspiciously low variance: 2 unique values; Column 'omics_combo_3' has suspiciously low variance: 2 unique values; Column 'omics_combo_4' has suspiciously low variance: 2 unique values; Column 'omics_combo_5' has suspiciously low variance: 2 unique values; Column 'omics_combo_6' has suspiciously low variance: 2 unique values; Column 'omics_combo_7' has suspiciously low variance: 2 unique values; Column 'omics_combo_8' has suspiciously low variance: 2 unique values; Column 'omics_combo_9' has suspiciously low variance: 2 unique values; Column 'omics_combo_10' has suspiciously low variance: 2 unique values; Column 'cancer_type_label' has suspiciously low variance: 34 unique values,Synthetic score: 45. Issues: 22
/Users/stillwell/projects/cancer-alpha/data/50k_preprocessing_output/processed_datasets_20250822_191500/splits/multi_omics/train_y.csv,0.2806882858276367,30000,1,WARNING,3.0,High duplicate rate: 29966/30000 (99.9%),Synthetic score: 3. Issues: 1
/Users/stillwell/projects/cancer-alpha/data/50k_preprocessing_output/processed_datasets_20250822_191500/splits/multi_omics/train_X.csv,2.2714462280273438,30000,21,SYNTHETIC,45.0,High duplicate rate: 29822/30000 (99.4%); Column 'quality_score' has suspiciously low variance: 5 unique values; Column 'omics_completeness_score' has suspiciously low variance: 4 unique values; Column 'omics_diversity_index' has suspiciously low variance: 4 unique values; Column 'quality_score_normalized' has suspiciously low variance: 5 unique values; Column 'has_expression' has suspiciously low variance: 2 unique values; Column 'has_methylation' has suspiciously low variance: 2 unique values; Column 'has_copy_number' has suspiciously low variance: 2 unique values; Column 'has_mutations' has suspiciously low variance: 2 unique values; Column 'has_protein' has suspiciously low variance: 2 unique values; Column 'has_clinical' has suspiciously low variance: 2 unique values; Column 'omics_combo_1' has suspiciously low variance: 2 unique values; Column 'omics_combo_2' has suspiciously low variance: 2 unique values; Column 'omics_combo_3' has suspiciously low variance: 2 unique values; Column 'omics_combo_4' has suspiciously low variance: 2 unique values; Column 'omics_combo_5' has suspiciously low variance: 2 unique values; Column 'omics_combo_6' has suspiciously low variance: 2 unique values; Column 'omics_combo_7' has suspiciously low variance: 2 unique values; Column 'omics_combo_8' has suspiciously low variance: 2 unique values; Column 'omics_combo_9' has suspiciously low variance: 2 unique values; Column 'omics_combo_10' has suspiciously low variance: 2 unique values; Column 'cancer_type_label' has suspiciously low variance: 34 unique values,Synthetic score: 45. Issues: 22
